GEOID,name,total_population_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,hispanic_or_latino_17,city,gentrified,pct_white_alone_change,pct_black_alone_change,pct_native_alone_change,pct_asian_alone_change,pct_hispanic_or_latino_change,pct_native_hawaiian_pacific_islander_change,INTPTLAT,INTPTLON
13121007200,"Census Tract 72, Fulton County, Georgia",2307,23.0,2154.0,0.0,99.0,0.0,18.0,Atlanta,False,-0.805,1.153,-0.12,3.979,-4.53,-0.024,+33.6563757,-084.3609353
13121007300,"Census Tract 73, Fulton County, Georgia",7880,188.0,7251.0,0.0,0.0,0.0,102.0,Atlanta,False,-0.426,-2.425,-0.189,-0.122,-1.14,0.0,+33.6727170,-084.3812442
13121007400,"Census Tract 74, Fulton County, Georgia",3435,202.0,2641.0,0.0,0.0,0.0,570.0,Atlanta,False,-4.003,26.685,-0.553,-11.99,-9.89,0.0,+33.6789102,-084.4070935
13121007500,"Census Tract 75, Fulton County, Georgia",3280,279.0,2839.0,0.0,7.0,0.0,76.0,Atlanta,False,-5.337,6.982,-0.182,-1.739,-1.846,0.0,+33.6934857,-084.4097937
13121007602,"Census Tract 76.02, Fulton County, Georgia",2737,33.0,2623.0,0.0,0.0,0.0,81.0,Atlanta,False,0.047,-1.602,-0.176,-0.035,1.871,0.0,+33.7109013,-084.4621548
13121007603,"Census Tract 76.03, Fulton County, Georgia",4613,63.0,4440.0,13.0,29.0,0.0,68.0,Atlanta,False,-4.557,4.052,0.196,0.5,-0.06,0.0,+33.7065095,-084.4403830
13121007604,"Census Tract 76.04, Fulton County, Georgia",2536,28.0,2270.0,0.0,0.0,0.0,231.0,Atlanta,False,-4.819,-2.687,-0.086,-0.129,7.575,0.0,+33.7010616,-084.4654727
13121007703,"Census Tract 77.03, Fulton County, Georgia",4403,42.0,4314.0,0.0,0.0,0.0,0.0,Atlanta,False,-0.42,0.285,-0.093,-0.116,-0.629,0.0,+33.7039885,-084.5086077
13121007704,"Census Tract 77.04, Fulton County, Georgia",5852,89.0,5362.0,0.0,0.0,0.0,362.0,Atlanta,False,0.147,-6.067,-0.093,-0.116,5.557,0.0,+33.7080796,-084.4873952
13121007705,"Census Tract 77.05, Fulton County, Georgia",4618,86.0,4475.0,0.0,0.0,0.0,8.0,Atlanta,False,-0.36,0.176,-0.129,-0.196,-0.515,0.0,+33.6831530,-084.4909911
